alcohol,alcohol2,chlorides,citric acid,color intensity,density,fixed acidity,fixed acidity2,free sulfur dioxide,pH1,pH2,quality,residual sugar,sulphates,total sulfur dioxide,volatile acidity
9.3,8.831277379838962,0.08,0.16,0.2560313997925554,0.9955,5.682566985420989,6.3,11.0,3.34,10.66,5,1.4,0.56,23.0,0.39
9.5,9.314797296034373,0.08,0.24,0.49732072925038995,0.9962,3.131637463373788,7.6,4.0,3.28,10.72,5,1.8,0.59,11.0,0.41
9.5,9.656448272393316,0.106,0.21,0.4598528263139518,0.9966,6.062442697500078,7.9,10.0,3.17,10.83,5,1.6,0.91,37.0,0.43
9.4,9.724284000956466,0.08,0.0,0.7365024108872367,0.9972,15.346182196384676,7.1,14.0,3.47,10.53,5,1.9,0.55,35.0,0.71
9.8,10.066812772446577,0.08199999999999999,0.0,0.7263014711251451,0.9964,-5.328496745497918,7.8,8.0,3.38,10.620000000000001,6,2.0,0.59,16.0,0.645
10.1,10.14142149333368,0.08900000000000001,0.07,0.5148833541538677,0.9958,20.848741359224224,6.7,17.0,3.35,10.65,5,2.4,0.54,82.0,0.675
10.6,10.961380139994754,0.105,0.0,0.5507866617760474,0.9966,8.46476256946299,6.9,22.0,3.46,10.54,6,2.5,0.57,37.0,0.685
9.8,10.66443821394919,0.083,0.12,0.3471636483095028,0.9966,6.13656021704274,8.3,15.0,3.17,10.83,5,2.3,0.66,113.0,0.655
9.4,9.221841425385193,0.073,0.12,0.17135698824342102,0.9993,11.32846113746739,6.9,40.0,3.45,10.55,6,10.7,0.52,83.0,0.605
9.2,8.971065261396488,0.10300000000000001,0.25,0.4340002843894416,0.9957,7.383970731299371,5.2,13.0,3.38,10.620000000000001,5,1.8,0.55,50.0,0.32
9.6,10.055544877733915,0.086,0.0,0.5151087871351651,0.9986,4.358035435326188,7.8,5.0,3.4,10.6,6,5.5,0.55,18.0,0.645
10.8,10.870639357615627,0.086,0.14,0.6878482688885059,0.9975,5.272893279583933,7.8,3.0,3.42,10.58,6,2.4,0.6,15.0,0.6
9.7,9.73369230652818,0.066,0.28,0.6833589166331564,0.9968,-0.5886254686595223,8.1,13.0,3.23,10.77,7,2.1,0.73,30.0,0.38
9.8,9.917712298297738,0.172,0.09,0.4276605833942768,0.9940000000000001,12.263907508593025,5.7,7.0,3.5,10.5,4,1.5,0.48,19.0,1.13
10.5,10.303654048444512,0.07400000000000001,0.36,0.44133638449433993,0.9978,1.9800619058883813,7.3,12.0,3.33,10.67,5,5.9,0.83,87.0,0.45
10.5,10.189561414574824,0.07400000000000001,0.36,0.3213048465492075,0.9978,-2.2625842243228282,7.3,12.0,3.33,10.67,5,5.9,0.83,87.0,0.45
9.3,9.066855747135508,0.08800000000000001,0.3,0.2615561040638176,0.9976,10.458635226535375,8.8,17.0,3.26,10.74,4,2.8,0.51,46.0,0.61
10.5,10.873783877049304,0.332,0.2,0.21551350661573707,0.9968,20.79141282745553,7.5,8.0,3.21,10.79,6,2.6,0.9,14.0,0.49
10.3,9.869007800594627,0.069,0.22,0.8037355231478321,0.9968,7.616553762201804,8.1,9.0,3.3,10.7,5,2.2,1.2,23.0,0.66
9.5,9.649596393694566,0.05,0.02,0.40798500900014006,0.9962,0.718987430483101,6.8,5.0,3.48,10.52,5,1.8,0.52,11.0,0.67
13.1,12.932693761992347,0.054000000000000006,0.15,0.41949804158528176,0.9934,8.638960208359737,4.6,8.0,3.9,10.1,4,2.1,0.56,65.0,0.52
9.2,9.093989933385396,0.114,0.43,0.2884532261311373,0.997,27.06712462402552,7.7,22.0,3.25,10.75,5,2.2,0.73,114.0,0.935
9.5,9.7228852929825,0.113,0.52,0.6150170410726241,0.9969,-5.819055294317474,8.7,12.0,3.25,10.75,5,1.6,0.58,37.0,0.29
9.2,9.453196674007367,0.066,0.23,0.23037125028752425,0.9958,10.222027877852936,6.4,5.0,3.34,10.66,5,1.6,0.56,12.0,0.4
9.2,9.30289296136008,0.07400000000000001,0.37,0.45574217071841744,0.9954,7.650866252318538,5.6,12.0,3.32,10.68,5,1.4,0.58,96.0,0.31
9.2,8.638064101290198,0.07400000000000001,0.26,0.3459282183601363,0.9971,20.415338035591173,8.8,4.0,3.15,10.85,5,1.7,0.74,23.0,0.66
9.4,9.871289412602737,0.069,0.04,0.5521924543794302,0.9956,16.509091736848454,6.6,8.0,3.4,10.6,6,2.2,0.63,15.0,0.52
9.4,9.793058955159868,0.068,0.04,0.40779956039692866,0.9955,4.732908881902207,6.6,6.0,3.39,10.61,6,2.1,0.64,14.0,0.5
9.4,9.427431049957345,0.081,0.36,0.30006040134043876,0.997,-8.24517255424883,8.6,30.0,3.2,10.8,5,3.0,0.56,119.0,0.38
10.2,10.203077345087824,0.11,0.15,0.48542763864399635,0.9955,15.665637678962595,7.6,33.0,3.17,10.83,6,2.8,0.63,73.0,0.51
9.5,10.040434762586047,0.084,0.04,0.5588562130239857,0.9978,-0.6519269019148313,7.7,25.0,3.34,10.66,5,3.8,0.53,45.0,0.62
9.6,9.884167281388118,0.07,0.57,0.5006596888222885,0.9971,0.7325958904281045,10.2,4.0,3.04,10.96,5,3.4,0.63,10.0,0.42
9.4,9.391211678927524,0.111,0.12,0.5386121101662311,0.9983,18.98350580691126,7.5,50.0,3.26,10.74,5,5.1,0.77,110.0,0.63
10.0,9.912298397244657,0.076,0.18,0.3879323229522694,0.9975,-1.3085037763865257,7.8,17.0,3.43,10.57,5,2.3,0.59,54.0,0.59
9.4,9.341938866696692,0.07400000000000001,0.31,0.43161509287932015,0.9962,21.328447401002432,7.3,9.0,3.41,10.59,6,2.4,0.54,46.0,0.39
9.2,9.553169616319149,0.079,0.4,0.38179791225754667,0.998,12.158447214053131,8.8,19.0,3.44,10.56,5,2.2,0.64,52.0,0.4
9.3,9.611997535412007,0.115,0.49,0.43212787139417996,0.9968,10.891184000862824,7.7,20.0,3.21,10.79,5,1.8,0.71,112.0,0.69
9.5,9.01597309655036,0.085,0.16,0.3591691253889983,0.9968,10.57264780505591,7.5,12.0,3.38,10.620000000000001,7,1.9,0.62,35.0,0.52
9.8,9.93939271965982,0.081,0.05,0.21229458552399832,0.9966,-9.384236257417921,7.0,13.0,3.39,10.61,5,2.0,0.57,54.0,0.735
10.9,11.159236399413283,0.086,0.05,0.5184989710970231,0.9962,-10.56388616346576,7.2,4.0,3.41,10.59,5,4.65,0.39,11.0,0.725
10.9,10.448061050208485,0.086,0.05,0.42533569279384403,0.9962,9.355530537886848,7.2,4.0,3.41,10.59,5,4.65,0.39,11.0,0.725
9.6,9.599110574568503,0.079,0.11,0.2277493763165269,0.9968,13.1800735922642,7.5,11.0,3.42,10.58,5,1.5,0.58,39.0,0.52
10.7,10.166886918087044,0.076,0.07,0.564397427771389,0.9962,7.4261103215620095,6.6,6.0,3.44,10.56,5,1.6,0.58,15.0,0.705
10.7,10.738847850782415,0.07400000000000001,0.57,0.34402511735469804,0.9969,1.084654829804725,9.3,27.0,3.28,10.72,5,2.0,0.79,65.0,0.32
10.5,9.875029649426116,0.07400000000000001,0.05,0.49831586536744077,0.9962,8.189221038821948,8.0,8.0,3.34,10.66,6,1.9,0.95,19.0,0.705
9.5,9.295476342887625,0.076,0.08,0.607232116451171,0.9967,6.879658468545159,7.7,15.0,3.32,10.68,6,1.9,0.54,27.0,0.63
9.5,9.31668022565146,0.08800000000000001,0.23,0.5107070596621993,0.9962,-1.8715809827541028,7.7,17.0,3.32,10.68,5,2.1,0.48,96.0,0.67
9.5,9.287345053957218,0.084,0.22,0.6732289551329,0.9961,17.839721541121612,7.7,18.0,3.31,10.69,5,1.9,0.48,94.0,0.69
9.2,9.635458405092368,0.084,0.26,0.29134355894984043,0.9976,-9.002760615500858,8.3,11.0,3.31,10.69,4,2.1,0.53,43.0,0.675
9.6,9.760653170921731,0.094,0.54,0.5546757824657229,0.9984,15.587424068075064,9.7,28.0,3.28,10.72,5,2.5,0.82,83.0,0.32
10.5,10.38012934190298,0.09300000000000001,0.64,0.3798115186414302,0.9986,12.643234052112454,8.8,9.0,3.54,10.46,5,2.2,0.66,42.0,0.41
10.5,10.22007664773177,0.09300000000000001,0.64,0.3498962004209447,0.9986,18.89711854811714,8.8,9.0,3.54,10.46,5,2.2,0.66,42.0,0.41
10.7,10.62836710494643,0.10400000000000001,0.0,0.3968548543326324,0.9966,-3.253118723488588,6.8,14.0,3.52,10.48,6,2.4,0.55,30.0,0.785
10.1,9.791266109510206,0.086,0.12,0.43984859194998044,0.9958,7.71407146668211,6.7,12.0,3.38,10.620000000000001,5,2.0,0.52,80.0,0.75
9.1,9.391924001244899,0.08,0.2,0.4989946278664464,0.9972,30.01164949318166,8.3,27.0,3.16,10.84,4,1.5,1.12,119.0,0.625
9.2,9.799029800464336,0.069,0.2,0.3025506779874574,0.9958,12.820742889997064,6.2,3.0,3.41,10.59,5,1.6,0.56,15.0,0.45
9.4,9.715959969424635,0.46399999999999997,0.7,0.6348551934983383,0.9974,8.805812087289631,7.8,22.0,3.13,10.870000000000001,5,1.9,1.28,67.0,0.43
9.1,9.199507103663544,0.086,0.47,0.564860694559043,0.997,12.791612741141966,7.4,21.0,3.36,10.64,5,2.0,0.57,73.0,0.5
9.4,9.350311365012056,0.401,0.26,0.24286162982157003,0.9969,8.1617684238012,7.3,16.0,3.16,10.84,5,1.8,1.14,51.0,0.67
10.3,10.178468113161562,0.069,0.48,0.7293404072395534,0.9959,28.208980132398402,6.3,18.0,3.44,10.56,6,1.8,0.78,61.0,0.3
10.1,10.623585371806278,0.076,0.15,0.7949072813935549,0.9961,16.736361957891795,6.9,19.0,3.41,10.59,5,2.2,0.59,40.0,0.55
9.9,9.72721931774354,0.11,0.28,0.6795629008140368,0.9972,7.743850457695029,8.6,20.0,2.93,11.07,6,1.9,1.95,136.0,0.49
9.6,10.068329567068725,0.062,0.26,0.46102041142560674,0.9966,10.223314313845213,7.7,9.0,3.39,10.61,5,1.9,0.64,31.0,0.49
9.5,9.160538227393955,0.107,0.44,0.3177341153748444,0.9978,5.392020039189865,9.3,34.0,3.14,10.86,5,2.1,1.22,125.0,0.39
9.0,8.911130503680537,0.076,0.08,0.6595652350682185,0.9978,19.09850126410305,7.0,8.0,3.48,10.52,5,1.8,0.53,24.0,0.62
9.5,8.985783022183764,0.079,0.26,0.4251111497172097,0.9964,-6.161047713910108,7.9,42.0,3.23,10.77,5,1.9,0.54,140.0,0.52
9.9,9.947770260368484,0.11,0.28,0.6865863319971307,0.9972,-7.447385298609872,8.6,20.0,2.93,11.07,6,1.9,1.95,136.0,0.49
9.8,9.420881713437138,0.11,0.29,0.5234608902171219,0.9972,23.187147496759934,8.6,19.0,2.93,11.07,5,2.0,1.98,133.0,0.49
9.6,10.099514822037133,0.062,0.26,0.6470493567144496,0.9966,29.231197925705825,7.7,9.0,3.39,10.61,5,1.9,0.64,31.0,0.49
10.5,10.62368168149832,0.045,0.04,0.5472808375291122,0.9938,9.683049076895916,5.0,41.0,3.75,10.25,4,1.4,0.48,85.0,1.02
12.9,13.061219024063046,0.057999999999999996,0.17,0.6036102783891915,0.9932,5.827379412357373,4.7,17.0,3.85,10.15,6,2.3,0.6,106.0,0.6
10.7,10.78480353474943,0.102,0.0,0.49164953279641244,0.9965,13.372676903047772,6.8,8.0,3.45,10.55,5,3.0,0.56,23.0,0.775
9.2,8.872237755682658,0.07,0.25,0.7772111905091804,0.9963,0.5294647361724074,7.0,3.0,3.25,10.75,5,2.0,0.63,22.0,0.5
9.8,9.837235486320148,0.079,0.06,0.5103739763732782,0.9967,9.312435451522125,7.6,5.0,3.39,10.61,5,2.5,0.56,10.0,0.9
9.0,9.551124206360324,0.08,0.18,0.5546191199184481,0.9972,8.48908705856215,8.1,13.0,3.3,10.7,6,1.9,0.59,35.0,0.545
10.2,10.202566477801893,0.084,0.3,0.792858345001072,0.9972,14.565642507453607,8.3,11.0,3.4,10.6,6,2.1,0.61,50.0,0.61
10.4,10.094895139512557,0.075,0.3,0.2731786722754171,0.9959,-7.779985281833963,7.8,8.0,3.31,10.69,6,1.9,0.56,22.0,0.5
9.0,8.44429720299149,0.08,0.18,0.2856079143765679,0.9972,3.0296523023466246,8.1,13.0,3.3,10.7,6,1.9,0.59,35.0,0.545
9.2,8.986001902882377,0.077,0.22,0.6458844554650347,0.9967,16.549956030008374,8.1,12.0,3.29,10.71,5,2.1,0.51,65.0,0.575
9.4,8.871331330737737,0.07,0.24,0.3012681601791608,0.996,0.44406172369936936,7.2,5.0,3.33,10.67,5,2.2,0.48,36.0,0.49
9.2,9.449155210712778,0.077,0.22,0.8025847954665627,0.9967,-1.8336137542313544,8.1,12.0,3.29,10.71,5,2.1,0.51,65.0,0.575
9.3,9.534350179854675,0.467,0.68,0.42343158788883506,0.9973,28.22072149826954,7.8,18.0,3.08,10.92,5,1.7,1.31,69.0,0.41
9.3,9.037295451833836,0.08800000000000001,0.31,0.3697353511579374,0.9969,6.581180001794004,6.2,15.0,3.46,10.54,5,1.7,0.79,64.0,0.63
9.6,9.784194392540828,0.091,0.53,0.7992586305553114,0.9976,2.2108186005679213,8.0,18.0,3.37,10.629999999999999,6,2.5,0.8,80.0,0.33
9.3,9.127063604112905,0.122,0.52,0.7280958751951041,0.9969,-8.823704374741085,8.1,37.0,3.21,10.79,5,2.0,0.69,153.0,0.785
9.5,9.486315715167542,0.10400000000000001,0.19,0.790350472855037,0.9964,15.093463462804262,7.8,12.0,3.19,10.81,5,1.8,0.93,47.0,0.56
9.8,9.911586665469494,0.084,0.09,0.6356945167129671,0.9964,15.391361537186938,8.4,11.0,3.15,10.85,5,2.2,0.66,108.0,0.62
9.8,9.666811997288153,0.085,0.1,0.3514357343966294,0.9964,5.412403994300641,8.4,14.0,3.15,10.85,5,2.2,0.66,111.0,0.6
9.7,9.825461004595935,0.08,0.44,0.7971874017741598,0.9988,-0.9223019090709066,10.1,22.0,3.32,10.68,6,2.3,0.67,46.0,0.31
9.5,8.994281584859735,0.10400000000000001,0.19,0.4468533105961719,0.9964,7.554505763576209,7.8,12.0,3.19,10.81,5,1.8,0.93,47.0,0.56
10.5,10.53524249639639,0.09,0.31,0.6190327346230476,0.9966,1.0414393251837861,9.4,13.0,3.07,10.93,6,2.2,0.63,62.0,0.4
10.0,9.98951439328368,0.077,0.28,0.6423225573320752,0.9978,-1.1209358887311573,8.3,11.0,3.39,10.61,6,1.9,0.61,40.0,0.54
9.4,8.786082059125567,0.08199999999999999,0.12,0.46502785400759344,0.997,6.767872485382924,7.8,7.0,3.37,10.629999999999999,6,2.0,0.5,28.0,0.56
10.9,10.357092942180554,0.11900000000000001,0.04,0.5887329991734167,0.9962,-1.713903986600645,8.8,14.0,3.21,10.79,6,2.2,0.6,56.0,0.55
9.2,8.64214291831192,0.09699999999999999,0.08,0.638294115713346,0.9959,9.466489552524461,7.0,22.0,3.34,10.66,6,1.8,0.54,89.0,0.69
9.0,9.124292050177186,0.17800000000000002,0.09,0.5505072737228411,0.9962,13.379925094063973,7.3,10.0,3.3,10.7,5,1.7,0.57,89.0,1.07
10.9,10.937187888061498,0.11900000000000001,0.04,0.3131261652175844,0.9962,0.40367552826808684,8.8,14.0,3.21,10.79,6,2.2,0.6,56.0,0.55
9.2,9.28218727315221,0.075,0.0,0.5379311316725315,0.998,-6.3824509533839064,7.3,3.0,3.49,10.51,5,2.5,0.52,13.0,0.695
9.5,9.102086452247551,0.08,0.0,0.7033048226512693,0.9976,23.61279598955807,8.0,11.0,3.44,10.56,5,2.6,0.53,34.0,0.71
9.5,9.841692143199879,0.08199999999999999,0.17,0.37824201826185483,0.996,-1.6027023595720484,7.8,21.0,3.39,10.61,5,1.6,0.48,102.0,0.5
9.4,9.694852365945218,0.146,0.04,0.46589249143474265,0.9984,2.400572948976624,9.0,27.0,3.16,10.84,5,1.9,0.7,90.0,0.62
10.9,10.669911089493002,0.081,0.0,0.41996783321064757,0.9964,10.330171674298873,8.2,3.0,3.53,10.47,5,1.7,0.49,12.0,1.33
10.9,11.25281808293614,0.08199999999999999,0.0,0.7874077536637476,0.9964,14.09369372522297,8.1,3.0,3.54,10.46,5,1.8,0.48,12.0,1.33
10.5,10.424723280965653,0.065,0.16,0.598096724982718,0.9962,5.436831063103572,8.0,3.0,3.42,10.58,7,1.8,0.92,16.0,0.59
9.4,8.867138492796991,0.07200000000000001,0.15,0.5554993465681157,0.9955,10.707943277012555,6.1,6.0,3.42,10.58,5,1.8,0.57,19.0,0.38
9.4,8.910191570154733,0.11800000000000001,0.56,0.3661225415529667,0.9968,3.99013842103599,8.0,30.0,3.24,10.76,5,2.0,0.66,134.0,0.745
13.0,13.220117046356501,0.049,0.09,0.5766968465503851,0.9937,-4.111706648243908,5.6,17.0,3.63,10.370000000000001,5,2.3,0.63,99.0,0.5
13.0,12.968785356799307,0.049,0.09,0.3814967738630054,0.9937,19.86316860787027,5.6,17.0,3.63,10.370000000000001,5,2.3,0.63,99.0,0.5
9.8,10.06436748393618,0.06,0.01,0.4950804694688935,0.9952,31.48441614331128,6.6,17.0,3.4,10.6,6,1.5,0.58,26.0,0.5
9.9,9.873488062580277,0.084,0.05,0.3876871957502351,0.9959,24.85969533014169,7.9,13.0,3.22,10.78,6,2.2,0.55,29.0,1.04
9.6,9.680301268008233,0.09,0.11,0.5987623932310124,0.9965,9.818066391534545,8.4,16.0,3.19,10.81,5,1.9,0.82,63.0,0.745
9.5,10.137057926894052,0.08900000000000001,0.15,0.5827031064212222,0.9968,26.634353618156783,8.3,10.0,3.23,10.77,5,1.8,0.77,52.0,0.715
9.2,9.61905472628942,0.081,0.36,0.4564565732372029,0.9972,10.757035157239844,7.2,13.0,3.48,10.52,5,2.0,0.64,45.0,0.415
9.5,9.370151819416877,0.081,0.19,0.5536568330600543,0.9962,3.027137295967706,7.8,15.0,3.33,10.67,5,2.1,0.54,105.0,0.56
9.5,9.612490617410938,0.081,0.19,0.3141458148412487,0.9962,12.463795743819787,7.8,17.0,3.32,10.68,5,2.0,0.54,108.0,0.56
9.6,9.748333632918536,0.09,0.11,0.25009747363465695,0.9965,7.456074935888151,8.4,16.0,3.19,10.81,5,1.9,0.82,63.0,0.745
9.5,9.728417350248833,0.08900000000000001,0.15,0.5606351451658456,0.9968,-1.5311818374570763,8.3,10.0,3.23,10.77,5,1.8,0.77,52.0,0.715
14.0,14.021302641556408,0.05,0.0,0.5167694483215916,0.9916,-3.7832197143201602,5.2,27.0,3.68,10.32,6,1.8,0.79,63.0,0.34
9.4,9.25194044485149,0.066,0.08,0.5921030602089918,0.9954,14.320517387405161,6.3,3.0,3.34,10.66,5,1.7,0.58,20.0,0.39
14.0,13.998913154829049,0.05,0.0,0.8732805103247885,0.9916,-13.26531981664673,5.2,27.0,3.68,10.32,6,1.8,0.79,63.0,0.34
9.4,9.255913867156488,0.11699999999999999,0.55,0.6418766142343254,0.9968,14.141367404426841,8.1,32.0,3.17,10.83,5,1.8,0.62,141.0,0.67
10.0,10.505010184371939,0.087,0.02,0.3431366250961215,0.9944,-10.495836027484383,5.8,21.0,3.54,10.46,5,1.8,0.52,94.0,0.68
9.3,9.672217871650597,0.23600000000000002,0.26,0.6696285092242974,0.9968,-13.611764449024358,7.6,10.0,3.11,10.89,5,1.6,0.8,88.0,0.49
10.2,10.138915494336183,0.07400000000000001,0.1,0.27830189038252995,0.9959,-11.488466037584983,6.9,12.0,3.42,10.58,6,2.3,0.58,30.0,0.49
10.5,10.628487678208144,0.08900000000000001,0.44,0.415716497813134,0.9975,27.867639719347398,8.2,11.0,3.53,10.47,6,2.8,0.61,43.0,0.4
10.3,10.250362220729293,0.077,0.47,0.47898423864842593,0.9958,5.33766035056458,7.3,5.0,3.33,10.67,6,2.1,0.53,11.0,0.33
9.4,9.757972340790463,0.61,1.0,0.7655453713527902,0.9996,10.06583180165419,9.2,32.0,2.74,11.26,4,3.4,2.0,69.0,0.52
10.1,10.414664154925397,0.095,0.03,0.3701696342883164,0.995,21.692550459109512,7.5,25.0,3.35,10.65,5,1.8,0.54,99.0,0.6
10.1,10.270583249813265,0.095,0.03,0.3570311159476293,0.995,16.84179748499725,7.5,25.0,3.35,10.65,5,1.8,0.54,99.0,0.6
10.5,10.761379280884357,0.07,0.42,0.4741249260318462,0.9973,-6.815052694042196,7.1,29.0,3.42,10.58,5,5.5,0.72,129.0,0.43
10.5,10.698171242412474,0.071,0.42,0.38324265911006095,0.9973,15.79006342818761,7.1,28.0,3.42,10.58,5,5.5,0.71,128.0,0.43
10.5,10.852218556142489,0.07,0.42,0.6711757911444165,0.9973,8.941812647035462,7.1,29.0,3.42,10.58,5,5.5,0.72,129.0,0.43
10.5,10.65933941199876,0.071,0.42,0.3162577259759804,0.9973,3.6832190240411937,7.1,28.0,3.42,10.58,5,5.5,0.71,128.0,0.43
9.3,9.345570158734358,0.073,0.0,0.3053946305811121,0.9969,7.342909141377803,7.1,12.0,3.48,10.52,5,2.2,0.5,22.0,0.68
9.3,9.126832312920229,0.079,0.18,0.4195389378452181,0.9968,19.598120206280218,6.8,18.0,3.59,10.41,6,1.9,0.57,86.0,0.6
9.6,9.128474778752045,0.09,0.03,0.40985399900172054,0.9959,-1.2596648204095295,7.6,7.0,3.2,10.8,5,2.0,0.56,20.0,0.95
9.2,9.191645485847985,0.07200000000000001,0.02,0.8003186116460391,0.9965,11.608856791041212,7.6,9.0,3.17,10.83,4,1.3,1.08,20.0,0.68
10.0,9.777683339978761,0.076,0.04,0.6426714069456717,0.9964,7.703427634670916,7.8,17.0,3.33,10.67,6,1.7,0.56,31.0,0.53
9.4,9.418002720087138,0.07,0.26,0.5040429316019229,0.9982,-10.571646153956186,7.4,36.0,3.37,10.629999999999999,5,7.3,0.49,121.0,0.6
9.4,9.742146527256127,0.07,0.26,0.2928539536026581,0.9981,-0.722531717308109,7.3,35.0,3.37,10.629999999999999,5,7.2,0.49,121.0,0.59
9.5,9.551847402632106,0.1,0.48,0.6257732503674671,0.9961,9.732135532336965,7.8,14.0,3.19,10.81,5,1.7,0.62,96.0,0.63
10.2,10.075499498667112,0.085,0.1,0.3290797703988295,0.9956,19.773420890928907,6.8,18.0,3.34,10.66,5,2.1,0.52,101.0,0.64
9.0,8.744061412541507,0.07200000000000001,0.03,0.24149002794169902,0.9956,17.313310173467297,7.3,17.0,3.37,10.629999999999999,4,1.6,0.48,42.0,0.55
10.4,9.970959437772821,0.08900000000000001,0.07,0.6810507640729342,0.9953,12.77212504403425,6.8,11.0,3.47,10.53,6,2.1,0.55,44.0,0.63
9.5,9.899841600607246,0.36,0.24,0.5409396700718334,0.9964,-0.6527566113645857,7.5,15.0,3.0,11.0,5,1.8,1.59,63.0,0.705
9.1,8.566992694321225,0.057999999999999996,0.03,0.6380773194706212,0.9972,25.91213990808535,7.9,4.0,3.36,10.64,4,1.8,0.33,8.0,0.885
9.2,8.91956509213068,0.073,0.17,0.5412267872003051,0.9972,10.152404676396115,8.0,6.0,3.29,10.71,6,2.0,0.61,18.0,0.42
9.2,8.506039419890879,0.073,0.17,0.627778622606805,0.9972,-2.0636552167855022,8.0,6.0,3.29,10.71,6,2.0,0.61,18.0,0.42
11.5,11.405157527275085,0.068,0.05,0.38524562791430284,0.9961,5.570950191430491,7.4,24.0,3.42,10.58,6,1.9,0.57,42.0,0.62
9.5,9.397314632071826,0.08,0.21,0.32360657601265314,0.9961,16.262484253561592,7.3,7.0,3.33,10.67,5,2.0,0.47,35.0,0.38
9.5,9.378711673811152,0.085,0.04,0.5995925565764468,0.9958,6.976174983181582,6.9,19.0,3.35,10.65,5,1.5,0.78,49.0,0.5
9.5,9.48106103000708,0.08,0.21,0.36073522372263794,0.9961,16.16864686582761,7.3,7.0,3.33,10.67,5,2.0,0.47,35.0,0.38
